30.0 	37.86
30.12 	37.87
30.24 	37.95
30.36 	38.05
30.48 	38.17
30.6 	38.22
30.72 	38.26
30.84 	38.31
30.96 	38.32
31.08 	38.27
31.2 	38.23
31.32 	38.18
31.44 	38.12
31.56 	38.07
31.68 	38.03
31.8 	37.98
31.92 	37.95
32.04 	37.92
32.16 	37.89
32.28 	37.86
32.4 	37.82
32.52 	37.79
32.64 	37.77
32.76 	37.75
32.88 	37.74
33.0 	37.72
33.12 	37.7
33.24 	37.68
33.36 	37.66
33.48 	37.65
33.6 	37.63
33.72 	37.61
33.84 	37.59
33.96 	37.59
34.08 	37.6
34.2 	37.61
34.32 	37.61
34.44 	37.6
34.56 	37.59
34.68 	37.58
34.8 	37.57
34.92 	37.56
35.04 	37.56
35.16 	37.55
35.28 	37.54
35.4 	37.53
35.52 	37.52
35.64 	37.51
35.76 	37.5
35.88 	37.49
36.0 	37.48
36.12 	37.47
36.24 	37.46
36.36 	37.45
36.48 	37.44
36.6 	37.44
36.72 	37.44
36.84 	37.43
36.96 	37.43
37.08 	37.42
37.2 	37.42
37.32 	37.41
37.44 	37.4
37.56 	37.39
37.68 	37.38
37.8 	37.38
37.92 	37.38
38.04 	37.37
38.16 	37.36
38.28 	37.35
38.4 	37.35
38.52 	37.34
38.64 	37.34
38.76 	37.33
38.88 	37.33
39.0 	37.32
39.12 	37.32
39.24 	37.32
39.36 	37.31
39.48 	37.3
39.6 	37.27
39.72 	37.23
39.84 	37.19
39.96 	37.16
40.08 	37.12
40.2 	37.09
40.32 	37.05
40.44 	37.02
40.56 	36.98
40.68 	36.95
40.8 	36.92
40.92 	36.89
41.04 	36.86
41.16 	36.84
41.28 	36.81
41.4 	36.79
41.52 	36.76
41.64 	36.74
41.76 	36.71
41.88 	34.35
42.0 	34.31
42.12 	34.28
42.24 	34.25
42.36 	34.21
42.48 	34.18
42.6 	34.15
42.72 	34.11
42.84 	34.07
42.96 	34.04
43.08 	34.0
43.2 	33.97
43.32 	33.94
43.44 	33.9
43.56 	33.87
43.68 	33.84
43.8 	33.81
43.92 	33.77
44.04 	33.74
44.16 	33.7
44.28 	33.67
44.4 	33.64
44.52 	33.6
44.64 	33.57
44.76 	33.54
44.88 	33.51
45.0 	33.47
45.12 	33.44
45.24 	33.41
45.36 	33.37
45.48 	33.34
45.6 	33.31
45.72 	33.28
45.84 	33.26
45.96 	33.24
46.08 	33.23
46.2 	33.22
46.32 	33.21
46.44 	33.19
46.56 	33.18
46.68 	33.17
46.8 	33.16
46.92 	33.14
47.04 	33.13
47.16 	33.11
47.28 	33.09
47.4 	33.06
47.52 	33.04
47.64 	33.02
47.76 	33.0
47.88 	32.98
48.0 	32.95
48.12 	32.93
48.24 	32.92
48.36 	32.91
48.48 	32.89
48.6 	32.86
48.72 	32.84
48.84 	32.81
48.96 	32.78
49.08 	32.75
49.2 	32.73
49.32 	32.7
49.44 	32.68
49.56 	32.66
49.68 	32.64
49.8 	32.61
49.92 	32.59
50.04 	32.57
50.16 	32.54
50.28 	32.52
50.4 	32.5
50.52 	32.48
50.64 	32.45
50.76 	32.43
50.88 	32.41
51.0 	32.39
51.12 	32.36
51.24 	32.34
51.36 	32.32
51.48 	32.29
51.6 	32.27
51.72 	32.25
51.84 	32.22
51.96 	32.2
